transaction_id,customer_id,merchant_id,category,timestamp,amount,merchant_risk_score,is_fraud,seconds_since_prev_txn
5871,1197,129,jewelry,2025-01-30 23:28:26,27.38,0.061,0,2433000
5872,1450,281,entertainment,2025-01-30 23:48:36,121.48,0.258,0,999999
5873,220,295,atm_withdrawal,2025-01-30 23:50:37,68.94,0.193,0,316341
5874,567,171,entertainment,2025-01-30 23:52:54,47.36,0.359,0,898175
5875,787,217,online_retail,2025-01-31 00:10:27,142.4,0.32,0,89714
5876,205,160,jewelry,2025-01-31 00:14:41,115.18,0.173,0,1993655
5877,661,160,jewelry,2025-01-31 00:16:24,1.72,0.173,0,63129
5878,1985,239,travel,2025-01-31 00:21:24,160.6,0.042,0,1817709
5879,956,51,entertainment,2025-01-31 00:28:10,27.17,0.235,0,114464
5880,713,148,grocery,2025-01-31 00:30:46,31.01,0.139,0,622491
5881,285,54,dining,2025-01-31 00:36:43,26.46,0.11,0,11684
5882,563,33,utilities,2025-01-31 00:51:52,103.73,0.084,0,554895
5883,1396,108,electronics,2025-01-31 00:57:38,27.39,0.394,0,319768
5884,1062,206,travel,2025-01-31 01:06:42,106.15,0.078,0,893416
5885,1252,179,utilities,2025-01-31 01:23:13,10.12,0.133,0,731277
5886,1404,61,grocery,2025-01-31 01:32:20,8.93,0.176,0,18848
5887,668,184,utilities,2025-01-31 01:32:42,22.62,0.085,0,46814
5888,968,52,grocery,2025-01-31 01:45:22,9.82,0.327,0,1737854
5889,1639,81,travel,2025-01-31 01:50:31,122.34,0.042,0,349930
5890,656,42,atm_withdrawal,2025-01-31 01:54:14,242.14,0.054,0,270886
5891,1877,84,travel,2025-01-31 02:08:31,597.23,0.027,1,1768717
5892,6,251,online_retail,2025-01-31 02:11:01,86.89,0.293,0,1754019
5893,1653,224,utilities,2025-01-31 02:20:54,248.26,0.421,0,615525
5894,1022,60,fuel,2025-01-31 02:44:22,27.41,0.142,0,1343040
5895,569,94,entertainment,2025-01-31 02:46:27,54.51,0.216,0,1635181
5896,236,269,online_retail,2025-01-31 02:58:56,1.09,0.186,0,1984713
5897,911,242,entertainment,2025-01-31 03:09:31,3.46,0.261,0,212649
5898,1391,159,travel,2025-01-31 03:21:14,10.73,0.422,0,575404
5899,1654,182,atm_withdrawal,2025-01-31 03:26:45,75.39,0.171,0,541031
5900,1328,157,electronics,2025-01-31 03:44:18,37.84,0.268,0,24757
5901,514,279,online_retail,2025-01-31 03:45:37,43.81,0.263,0,53205
5902,201,96,utilities,2025-01-31 04:05:57,155.28,0.154,0,180091
5903,861,50,entertainment,2025-01-31 04:31:21,31.57,0.259,0,1256602
5904,949,153,grocery,2025-01-31 04:34:18,12.59,0.163,0,1962882
5905,166,106,electronics,2025-01-31 04:37:13,31.71,0.233,0,2297548
5906,1478,175,online_retail,2025-01-31 04:50:16,83.09,0.248,0,715932
5907,1963,209,utilities,2025-01-31 05:06:41,26.08,0.094,0,356353
5908,1501,115,utilities,2025-01-31 05:25:58,129.16,0.035,0,811982
5909,367,159,travel,2025-01-31 05:27:07,222.91,0.422,0,26867
5910,1793,138,travel,2025-01-31 05:28:20,94.52,0.115,0,999999
5911,1229,265,dining,2025-01-31 05:30:21,20.9,0.111,0,1189227
5912,295,170,entertainment,2025-01-31 05:32:21,81.29,0.081,0,2225180
5913,1781,161,jewelry,2025-01-31 05:52:01,18.11,0.336,0,1216421
5914,1970,149,dining,2025-01-31 06:09:14,53.98,0.363,0,859686
5915,1406,104,atm_withdrawal,2025-01-31 06:19:57,209.99,0.152,0,300969
5916,112,65,entertainment,2025-01-31 06:21:56,48.19,0.356,0,482457
5917,1074,35,online_retail,2025-01-31 06:39:49,159.75,0.199,0,639392
5918,1745,83,online_retail,2025-01-31 06:50:14,16.24,0.375,0,253295
5919,562,52,grocery,2025-01-31 07:04:11,38.43,0.327,0,1279395
5920,1765,61,grocery,2025-01-31 07:07:29,146.97,0.176,0,2267567
5921,454,113,utilities,2025-01-31 07:09:11,7.36,0.458,0,91378
5922,1083,258,online_retail,2025-01-31 07:20:44,11.51,0.117,0,332823
5923,1992,122,entertainment,2025-01-31 07:22:34,36.48,0.068,0,576922
5924,1334,169,grocery,2025-01-31 07:25:46,23.81,0.31,0,828101
5925,1974,156,dining,2025-01-31 07:37:21,10.83,0.204,0,596619
5926,1947,289,fuel,2025-01-31 07:55:06,41.56,0.203,0,1378988
5927,1298,235,dining,2025-01-31 07:55:51,181.76,0.03,0,947509
5928,1732,61,grocery,2025-01-31 08:04:01,16.3,0.176,0,999999
5929,399,55,fuel,2025-01-31 08:07:41,62.72,0.203,0,372022
5930,743,243,dining,2025-01-31 08:11:19,29.06,0.039,0,473435
5931,832,228,fuel,2025-01-31 08:30:29,37.59,0.141,0,1578762
5932,105,2,jewelry,2025-01-31 08:37:04,35.28,0.167,0,657367
5933,883,81,travel,2025-01-31 08:45:43,39.5,0.042,0,318844
5934,952,20,atm_withdrawal,2025-01-31 09:10:22,116.97,0.208,0,1520837
5935,1501,86,grocery,2025-01-31 09:17:31,122.87,0.131,0,13893
5936,124,74,dining,2025-01-31 09:17:58,86.42,0.16,0,712741
5937,336,20,atm_withdrawal,2025-01-31 09:21:51,22.21,0.208,0,724113
5938,1149,262,electronics,2025-01-31 09:27:50,47.58,0.065,0,538689
5939,91,82,dining,2025-01-31 09:28:09,81.49,0.185,0,46349
5940,1418,267,dining,2025-01-31 09:39:05,60.94,0.152,0,799489
5941,105,110,fuel,2025-01-31 09:44:23,19.56,0.238,0,4039
5942,1385,197,entertainment,2025-01-31 09:45:20,87.51,0.334,0,655087
5943,1764,51,entertainment,2025-01-31 09:54:30,179.6,0.235,0,739496
5944,1649,130,utilities,2025-01-31 10:00:29,83.23,0.212,0,58846
5945,621,271,fuel,2025-01-31 10:00:56,21.1,0.412,0,385477
5946,462,132,jewelry,2025-01-31 10:03:09,26.48,0.106,0,303233
5947,241,15,grocery,2025-01-31 10:12:07,188.2,0.253,0,398143
5948,980,255,dining,2025-01-31 10:16:31,27.91,0.147,0,197347
5949,220,21,utilities,2025-01-31 10:18:47,78.18,0.329,0,37690
5950,1062,39,utilities,2025-01-31 10:26:07,114.5,0.17,0,33565
5951,1074,165,utilities,2025-01-31 10:27:58,97.14,0.263,0,13689
5952,1093,201,grocery,2025-01-31 10:31:07,27.03,0.058,0,825985
5953,260,30,electronics,2025-01-31 10:32:00,25.82,0.065,0,190091
5954,695,192,grocery,2025-01-31 10:32:48,19.0,0.2,0,84791
5955,229,264,online_retail,2025-01-31 10:56:49,66.43,0.223,0,72371
5956,265,250,jewelry,2025-01-31 10:58:27,4.18,0.205,0,73599
5957,1158,221,electronics,2025-01-31 10:59:09,9.08,0.208,0,2510574
5958,1248,179,utilities,2025-01-31 11:05:50,78.0,0.133,0,742773
5959,64,277,grocery,2025-01-31 11:11:32,20.09,0.057,0,453818
5960,464,27,grocery,2025-01-31 11:19:20,212.78,0.41,0,560784
5961,1790,264,online_retail,2025-01-31 11:21:06,15.45,0.223,0,761970
5962,225,244,dining,2025-01-31 11:29:57,47.0,0.223,0,2067858
5963,694,283,jewelry,2025-01-31 11:33:54,28.87,0.133,0,1088590
5964,117,239,travel,2025-01-31 11:38:10,9.14,0.042,0,674347
5965,19,188,dining,2025-01-31 11:48:31,41.99,0.151,0,553602
5966,1452,71,travel,2025-01-31 11:51:39,77.07,0.202,0,1255251
5967,1321,68,jewelry,2025-01-31 11:51:53,45.7,0.129,0,863466
5968,282,240,electronics,2025-01-31 11:54:35,82.13,0.421,0,1572426
5969,1068,153,grocery,2025-01-31 12:02:07,69.2,0.163,0,1517703
5970,1225,218,fuel,2025-01-31 12:10:51,750.83,0.173,0,189688
5971,707,204,utilities,2025-01-31 12:14:22,29.79,0.115,0,873093
5972,1672,160,jewelry,2025-01-31 12:20:04,84.42,0.173,0,211357
5973,891,231,grocery,2025-01-31 12:32:29,79.38,0.228,0,800242
5974,1246,93,dining,2025-01-31 12:46:01,146.16,0.144,0,156348
5975,1460,200,electronics,2025-01-31 12:48:30,59.43,0.131,0,397915
5976,541,101,jewelry,2025-01-31 12:56:43,26.33,0.264,0,1365073
5977,76,51,entertainment,2025-01-31 13:12:12,31.22,0.235,0,1035417
5978,924,178,fuel,2025-01-31 13:12:28,32.11,0.235,0,2538643
5979,1672,51,entertainment,2025-01-31 13:13:28,130.18,0.235,0,3204
5980,524,114,electronics,2025-01-31 13:21:31,34.85,0.074,0,388400
5981,1210,54,dining,2025-01-31 13:30:50,7.48,0.11,0,1332989
5982,1917,153,grocery,2025-01-31 13:38:03,61.4,0.163,0,478119
5983,569,10,utilities,2025-01-31 13:38:48,86.91,0.323,0,39141
5984,1514,167,atm_withdrawal,2025-01-31 13:40:08,21.08,0.1,0,999999
5985,1534,294,fuel,2025-01-31 13:40:17,13.47,0.361,0,266297
5986,147,65,entertainment,2025-01-31 13:47:16,85.43,0.356,0,1494123
5987,849,276,online_retail,2025-01-31 13:49:15,69.36,0.169,0,106318
5988,415,289,fuel,2025-01-31 14:01:57,34.9,0.203,0,733377
5989,1467,101,jewelry,2025-01-31 14:05:32,35.69,0.264,0,133663
5990,550,281,entertainment,2025-01-31 14:13:04,73.3,0.258,0,1651307
5991,1382,1,entertainment,2025-01-31 14:15:04,48.01,0.044,0,903195
5992,92,297,jewelry,2025-01-31 14:18:07,35.33,0.275,0,56407
5993,1827,156,dining,2025-01-31 14:23:21,20.92,0.204,0,695629
5994,1920,61,grocery,2025-01-31 14:29:12,110.55,0.176,0,1535637
5995,1724,69,fuel,2025-01-31 14:43:16,35.02,0.312,0,1048335
5996,676,51,entertainment,2025-01-31 14:44:37,41.62,0.235,0,1621909
5997,774,62,utilities,2025-01-31 15:01:39,17.03,0.123,0,715143
5998,434,123,dining,2025-01-31 15:28:20,21.13,0.108,0,999999
5999,1834,188,dining,2025-01-31 15:54:25,20.02,0.151,0,2198247
6000,1390,220,grocery,2025-01-31 15:58:55,4.24,0.101,0,346534
6001,1619,240,electronics,2025-01-31 16:07:36,91.54,0.421,0,775109
6002,1683,264,online_retail,2025-01-31 16:25:32,6.82,0.223,0,369974
6003,1683,234,fuel,2025-01-31 16:37:00,10.4,0.23,0,688
6004,1707,168,dining,2025-01-31 16:41:30,10.8,0.078,0,166583
6005,1874,299,fuel,2025-01-31 16:51:06,66.1,0.129,0,2536570
6006,472,114,electronics,2025-01-31 16:57:51,48.08,0.074,0,784305
6007,333,285,electronics,2025-01-31 17:11:54,104.56,0.164,0,448879
6008,102,103,travel,2025-01-31 17:15:33,149.0,0.071,0,352656
6009,837,170,entertainment,2025-01-31 17:30:23,20.27,0.081,0,156432
6010,138,299,fuel,2025-01-31 17:31:25,41.43,0.129,0,135404
6011,1281,109,electronics,2025-01-31 17:36:11,160.53,0.061,0,265299
6012,783,121,entertainment,2025-01-31 17:51:11,69.9,0.355,0,523050
6013,480,223,fuel,2025-01-31 17:53:30,436.34,0.147,0,685445
6014,846,171,entertainment,2025-01-31 17:57:47,37.18,0.359,0,319106
6015,456,93,dining,2025-01-31 18:04:54,96.0,0.144,0,226506
6016,1517,100,dining,2025-01-31 18:09:22,212.41,0.172,0,999999
6017,1486,112,electronics,2025-01-31 18:09:26,50.35,0.362,0,1397372
6018,880,175,online_retail,2025-01-31 18:10:14,92.38,0.248,0,677919
6019,816,126,dining,2025-01-31 18:11:10,42.77,0.334,0,362137
6020,1347,56,travel,2025-01-31 18:19:20,102.42,0.114,0,1411394
6021,491,72,grocery,2025-01-31 18:47:46,44.48,0.049,0,1058199
6022,1597,94,entertainment,2025-01-31 18:49:45,91.25,0.216,0,630637
6023,1929,75,electronics,2025-01-31 18:59:55,28.2,0.226,0,890179
6024,875,182,atm_withdrawal,2025-01-31 19:14:40,30.52,0.171,0,1193333
6025,1451,171,entertainment,2025-01-31 19:16:21,43.91,0.359,0,1138453
6026,125,276,online_retail,2025-01-31 19:37:02,10.23,0.169,0,472389
6027,1271,193,atm_withdrawal,2025-01-31 19:45:05,21.32,0.041,0,120477
6028,1923,243,dining,2025-01-31 19:52:18,42.83,0.039,0,749744
6029,312,261,travel,2025-01-31 19:59:12,37.49,0.116,0,1953851
6030,1561,278,electronics,2025-01-31 20:02:35,61.36,0.123,0,2416110
6031,110,298,travel,2025-01-31 20:17:04,12.32,0.107,0,443386
6032,608,241,jewelry,2025-01-31 20:28:21,176.84,0.206,0,1558505
6033,1487,247,atm_withdrawal,2025-01-31 20:37:31,33.67,0.371,0,117543
6034,1019,83,online_retail,2025-01-31 20:40:36,31.55,0.375,0,2641159
6035,733,29,dining,2025-01-31 20:41:44,79.96,0.1,0,1200674
6036,462,244,dining,2025-01-31 20:42:09,51.14,0.223,0,38340
6037,1897,45,grocery,2025-01-31 20:43:58,56.69,0.088,0,999999
6038,256,62,utilities,2025-01-31 20:59:48,356.33,0.123,0,413517
6039,910,9,grocery,2025-01-31 21:04:51,83.95,0.083,0,279271
6040,1399,190,fuel,2025-01-31 21:08:27,58.45,0.157,0,1000488
6041,557,173,dining,2025-01-31 21:12:33,7.73,0.153,0,362057
6042,44,123,dining,2025-01-31 21:12:48,52.17,0.108,0,413342
6043,598,121,entertainment,2025-01-31 21:25:47,50.4,0.355,0,112500
6044,1790,212,jewelry,2025-01-31 21:27:46,140.05,0.051,0,36400
6045,1630,116,grocery,2025-01-31 21:30:46,74.73,0.133,0,1280574
6046,164,31,online_retail,2025-01-31 21:31:49,12.91,0.199,0,134080
6047,889,186,dining,2025-01-31 21:33:37,9.34,0.146,0,2002008
6048,1050,258,online_retail,2025-01-31 21:35:45,88.11,0.117,0,285456
6049,1524,60,fuel,2025-01-31 21:39:33,89.76,0.142,0,353657
6050,1704,77,electronics,2025-01-31 21:39:42,69.26,0.041,0,106303
6051,747,93,dining,2025-01-31 21:46:14,38.74,0.144,0,999999
6052,1113,32,online_retail,2025-01-31 21:50:53,97.56,0.28,0,999999
6053,1323,118,entertainment,2025-01-31 22:02:13,9.19,0.091,0,1235496
6054,1677,133,travel,2025-01-31 22:03:09,21.76,0.137,0,1475655
6055,1104,179,utilities,2025-01-31 22:03:58,39.44,0.133,0,227187
6056,1939,73,online_retail,2025-01-31 22:15:12,80.06,0.435,0,695170
6057,1533,299,fuel,2025-01-31 22:29:09,8.76,0.129,0,1357731
6058,764,70,grocery,2025-01-31 22:30:42,329.23,0.295,0,350536
6059,118,89,grocery,2025-01-31 22:35:01,59.28,0.237,0,684711
6060,375,144,fuel,2025-01-31 22:39:01,13.16,0.709,0,999999
6061,1716,151,electronics,2025-01-31 22:41:04,84.88,0.388,0,892038
6062,897,269,online_retail,2025-01-31 22:45:33,40.63,0.186,0,2554741
6063,1803,121,entertainment,2025-01-31 22:50:56,201.03,0.355,0,453994
6064,998,207,utilities,2025-01-31 23:02:38,39.92,0.212,0,1336999
6065,1424,119,travel,2025-01-31 23:06:43,11.47,0.13,0,1476386
6066,246,87,atm_withdrawal,2025-01-31 23:14:25,10.25,0.414,0,1211561
6067,834,237,fuel,2025-01-31 23:16:41,73.62,0.427,0,153850
6068,195,270,fuel,2025-01-31 23:20:15,30.42,0.261,0,133124
6069,866,35,online_retail,2025-01-31 23:24:35,52.52,0.199,0,443364
6070,1182,297,jewelry,2025-01-31 23:34:33,169.05,0.275,0,674737
6071,1959,265,dining,2025-01-31 23:43:16,125.23,0.111,0,595577
6072,1927,177,utilities,2025-01-31 23:51:29,484.89,0.217,0,286566
6073,1360,152,entertainment,2025-02-01 00:08:19,24.83,0.077,0,559394
6074,1353,102,travel,2025-02-01 00:15:44,255.72,0.074,0,233543
6075,52,181,travel,2025-02-01 00:20:27,85.56,0.25,0,184738
6076,1919,168,dining,2025-02-01 00:20:29,66.06,0.078,0,618849
6077,1223,70,grocery,2025-02-01 00:23:00,18.34,0.295,0,257443
6078,1400,149,dining,2025-02-01 00:46:50,104.16,0.363,0,632172
6079,629,143,online_retail,2025-02-01 00:47:48,33.78,0.098,0,734212
6080,1446,107,jewelry,2025-02-01 00:48:43,170.6,0.138,0,261692
6081,800,10,utilities,2025-02-01 01:00:21,464.08,0.323,1,1420374
6082,1452,193,atm_withdrawal,2025-02-01 01:17:04,75.28,0.041,0,48325
6083,1465,241,jewelry,2025-02-01 01:29:06,7.85,0.206,0,1415849
6084,1414,81,travel,2025-02-01 01:29:49,61.33,0.042,0,423095
6085,1959,248,grocery,2025-02-01 01:38:15,42.58,0.128,0,6899
6086,1019,142,grocery,2025-02-01 01:44:51,17.86,0.083,0,18255
6087,1804,237,fuel,2025-02-01 01:52:53,29.95,0.427,0,746298
6088,115,101,jewelry,2025-02-01 01:53:20,134.76,0.264,0,766077
6089,697,79,atm_withdrawal,2025-02-01 02:02:26,32.6,0.226,0,395829
6090,828,83,online_retail,2025-02-01 02:03:25,117.81,0.375,0,1075994
6091,417,268,electronics,2025-02-01 02:03:30,54.07,0.3,0,241527
6092,603,194,online_retail,2025-02-01 02:07:03,43.37,0.114,0,757830
6093,343,157,electronics,2025-02-01 02:20:07,74.06,0.268,0,464905
6094,970,190,fuel,2025-02-01 02:28:33,107.5,0.157,0,682765
6095,1768,261,travel,2025-02-01 02:30:08,38.21,0.116,0,999999
6096,748,153,grocery,2025-02-01 02:33:29,26.32,0.163,0,1941666
6097,435,223,fuel,2025-02-01 02:41:57,51.3,0.147,0,485389
6098,594,271,fuel,2025-02-01 02:55:18,99.89,0.412,0,100977
6099,1112,144,fuel,2025-02-01 02:57:56,61.15,0.709,0,421558
6100,1064,228,fuel,2025-02-01 02:59:35,118.02,0.141,0,1570228
6101,1547,196,jewelry,2025-02-01 03:05:57,15.49,0.193,0,715203
6102,825,223,fuel,2025-02-01 03:13:43,31.91,0.147,0,269716
6103,796,84,travel,2025-02-01 03:18:07,133.6,0.027,0,381429
6104,859,284,fuel,2025-02-01 03:26:25,234.27,0.181,0,1856508
6105,1687,295,atm_withdrawal,2025-02-01 03:30:56,106.32,0.193,0,487993
6106,148,278,electronics,2025-02-01 03:32:00,1321.78,0.123,1,1503826
6107,964,241,jewelry,2025-02-01 03:38:08,139.27,0.206,0,278366
6108,736,206,travel,2025-02-01 03:45:57,42.69,0.078,0,516359
6109,178,200,electronics,2025-02-01 03:55:54,19.67,0.131,0,688842
6110,1505,149,dining,2025-02-01 04:07:55,287.4,0.363,0,1093289
6111,409,56,travel,2025-02-01 04:11:26,10.26,0.114,0,528553
6112,610,257,entertainment,2025-02-01 04:19:02,27.27,0.207,0,421438
6113,878,183,online_retail,2025-02-01 04:19:22,60.44,0.117,0,399670
6114,523,11,entertainment,2025-02-01 04:32:09,102.24,0.043,0,1755085
6115,802,170,entertainment,2025-02-01 04:53:41,50.09,0.081,0,361844
6116,1457,1,entertainment,2025-02-01 04:59:38,18.74,0.044,0,981839
6117,758,170,entertainment,2025-02-01 05:03:41,62.07,0.081,0,189641
6118,333,150,atm_withdrawal,2025-02-01 05:12:25,36.88,0.117,0,43231
6119,575,140,fuel,2025-02-01 05:19:46,357.44,0.151,0,533996
6120,777,64,dining,2025-02-01 05:35:53,124.43,0.036,0,543788
6121,1943,272,fuel,2025-02-01 05:47:06,127.46,0.084,0,1426011
6122,1804,299,fuel,2025-02-01 05:47:18,6.08,0.129,0,14065
6123,784,66,electronics,2025-02-01 05:52:49,43.43,0.332,0,1160546
6124,263,96,utilities,2025-02-01 05:54:39,19.37,0.154,0,999999
6125,989,4,fuel,2025-02-01 05:57:18,13.85,0.096,0,376471
6126,1364,278,electronics,2025-02-01 06:18:39,2.08,0.123,0,628500
6127,1409,263,entertainment,2025-02-01 06:30:58,55.16,0.105,0,160632
6128,331,221,electronics,2025-02-01 06:33:22,128.8,0.208,0,364421
6129,859,174,fuel,2025-02-01 06:43:43,8.49,0.427,0,11838
6130,229,6,travel,2025-02-01 07:04:49,201.99,0.103,0,72480
6131,1235,207,utilities,2025-02-01 07:20:22,92.98,0.212,0,186619
6132,1251,275,travel,2025-02-01 07:47:01,38.54,0.208,0,2037560
6133,1420,85,atm_withdrawal,2025-02-01 07:56:49,7.1,0.421,0,565079
6134,1913,240,electronics,2025-02-01 07:56:53,182.79,0.421,0,2553463
6135,853,95,dining,2025-02-01 07:56:57,40.78,0.363,0,1374499
6136,305,73,online_retail,2025-02-01 08:18:04,48.53,0.435,0,267687
6137,695,222,fuel,2025-02-01 08:26:14,33.71,0.286,0,78806
6138,1015,114,electronics,2025-02-01 08:26:24,45.7,0.074,0,1158245
6139,405,32,online_retail,2025-02-01 08:28:33,203.04,0.28,0,501677
6140,92,213,travel,2025-02-01 08:29:01,169.67,0.425,0,65454
6141,1578,43,travel,2025-02-01 08:44:15,48.2,0.111,0,441934
6142,936,54,dining,2025-02-01 08:52:10,21.75,0.11,0,1191116
6143,349,38,jewelry,2025-02-01 08:54:40,27.97,0.185,0,1132938
6144,1548,267,dining,2025-02-01 08:55:35,35.59,0.152,0,655876
6145,1492,23,fuel,2025-02-01 09:00:42,180.1,0.088,0,490323
6146,1075,271,fuel,2025-02-01 09:08:11,97.13,0.412,0,969739
6147,1531,123,dining,2025-02-01 09:11:18,47.24,0.108,0,1986968
6148,1369,51,entertainment,2025-02-01 09:12:44,24.38,0.235,0,741606
6149,1905,119,travel,2025-02-01 09:18:26,129.96,0.13,0,1118404
6150,915,57,travel,2025-02-01 09:21:46,30.05,0.022,0,358059
6151,1739,223,fuel,2025-02-01 09:24:16,25.59,0.147,0,1099785
6152,1142,157,electronics,2025-02-01 09:27:51,20.08,0.268,0,305342
6153,1609,168,dining,2025-02-01 09:28:42,44.31,0.078,0,376658
6154,573,184,utilities,2025-02-01 09:30:55,23.66,0.085,0,302664
6155,1069,299,fuel,2025-02-01 09:38:39,41.03,0.129,0,2107893
6156,407,226,electronics,2025-02-01 09:42:52,30.08,0.131,0,1745329
6157,1615,237,fuel,2025-02-01 09:44:03,26.02,0.427,0,2475402
6158,1396,183,online_retail,2025-02-01 10:07:37,95.88,0.117,0,119399
6159,1731,179,utilities,2025-02-01 10:08:01,33.92,0.133,0,2624529
6160,1989,18,entertainment,2025-02-01 10:20:59,77.95,0.039,0,377133
6161,1639,25,grocery,2025-02-01 10:30:26,77.05,0.332,0,117595
6162,660,201,grocery,2025-02-01 10:38:42,8.15,0.058,0,1832845
6163,477,199,entertainment,2025-02-01 10:42:08,254.9,0.206,0,1815154
6164,985,180,fuel,2025-02-01 10:51:33,57.81,0.195,0,284443
6165,756,274,travel,2025-02-01 11:08:08,157.3,0.203,0,142198
6166,848,264,online_retail,2025-02-01 11:27:39,160.17,0.223,0,703717
6167,804,257,entertainment,2025-02-01 11:30:19,245.11,0.207,0,1495947
6168,1144,177,utilities,2025-02-01 11:49:57,72.43,0.217,0,2185488
6169,793,158,online_retail,2025-02-01 12:01:49,281.65,0.25,0,560076
6170,1899,175,online_retail,2025-02-01 12:17:52,4.06,0.248,0,767078
6171,1068,230,atm_withdrawal,2025-02-01 12:18:05,68.48,0.177,0,87358
6172,548,48,dining,2025-02-01 12:32:11,44.12,0.192,0,665652
6173,961,180,fuel,2025-02-01 12:36:47,142.78,0.195,0,847907
6174,96,100,dining,2025-02-01 12:42:20,331.27,0.172,0,153826
6175,1329,142,grocery,2025-02-01 12:44:54,40.04,0.083,0,245012
6176,128,24,grocery,2025-02-01 12:49:06,47.18,0.258,0,590209
6177,1839,34,electronics,2025-02-01 12:52:04,105.86,0.272,0,999999
6178,167,233,fuel,2025-02-01 13:07:20,74.0,0.438,0,1857181
6179,953,174,fuel,2025-02-01 13:15:17,104.73,0.427,0,1487469
6180,1001,190,fuel,2025-02-01 13:16:33,37.99,0.157,0,878993
6181,540,169,grocery,2025-02-01 13:30:04,150.12,0.31,0,418637
6182,1647,182,atm_withdrawal,2025-02-01 13:32:53,174.19,0.171,0,2328605
6183,1601,115,utilities,2025-02-01 13:42:55,17.1,0.035,0,2693042
6184,1432,118,entertainment,2025-02-01 13:50:30,46.77,0.091,0,999999
6185,748,179,utilities,2025-02-01 13:52:28,13.71,0.133,0,40739
6186,1509,142,grocery,2025-02-01 13:54:32,77.76,0.083,0,1008888
6187,366,54,dining,2025-02-01 13:59:35,3.51,0.11,0,571490
6188,793,237,fuel,2025-02-01 14:02:55,163.43,0.427,0,7266
6189,573,81,travel,2025-02-01 14:17:08,49.09,0.042,0,17173
6190,908,45,grocery,2025-02-01 14:28:30,40.72,0.088,0,1224202
6191,58,232,online_retail,2025-02-01 14:28:50,127.25,0.129,0,1023521
6192,1727,50,entertainment,2025-02-01 14:48:29,59.83,0.259,0,467264
6193,1404,296,jewelry,2025-02-01 14:56:47,11.66,0.195,0,134667
6194,1184,174,fuel,2025-02-01 15:01:21,92.43,0.427,0,259678
6195,1327,157,electronics,2025-02-01 15:18:06,9.65,0.268,0,880888
6196,1173,53,online_retail,2025-02-01 15:21:38,79.22,0.117,0,279186
6197,1192,158,online_retail,2025-02-01 15:31:07,38.26,0.25,0,823866
6198,173,275,travel,2025-02-01 15:47:30,39.47,0.208,0,577713
6199,1568,279,online_retail,2025-02-01 15:53:18,35.15,0.263,0,950132
6200,1426,136,dining,2025-02-01 15:53:25,49.71,0.11,0,1976033
6201,1340,293,atm_withdrawal,2025-02-01 16:08:14,69.74,0.149,0,1297346
6202,116,160,jewelry,2025-02-01 16:13:14,28.75,0.173,0,454413
6203,1019,279,online_retail,2025-02-01 16:14:25,233.9,0.263,0,52174
6204,1476,137,atm_withdrawal,2025-02-01 16:15:33,103.85,0.127,0,2017308
6205,710,147,travel,2025-02-01 16:21:40,26.38,0.037,0,468785
6206,920,184,utilities,2025-02-01 16:27:51,133.12,0.085,0,269064
6207,1783,231,grocery,2025-02-01 16:47:39,50.48,0.228,0,999999
6208,206,45,grocery,2025-02-01 16:48:04,30.6,0.088,0,397914
6209,1761,62,utilities,2025-02-01 17:11:44,39.32,0.123,0,1071616
6210,682,286,dining,2025-02-01 17:16:13,63.03,0.223,0,1278010
6211,1721,91,electronics,2025-02-01 17:16:51,98.82,0.116,0,481650
6212,1364,202,utilities,2025-02-01 17:23:23,47.13,0.104,0,39884
6213,767,133,travel,2025-02-01 17:29:35,39.37,0.137,0,218704
6214,169,12,grocery,2025-02-01 17:36:47,85.62,0.236,0,759246
6215,918,168,dining,2025-02-01 17:55:11,39.81,0.078,0,217034
6216,654,173,dining,2025-02-01 18:03:40,77.92,0.153,0,263793
6217,1868,128,atm_withdrawal,2025-02-01 18:22:34,46.28,0.124,0,1000231
6218,252,203,grocery,2025-02-01 18:27:47,15.69,0.106,0,894829
6219,1274,273,atm_withdrawal,2025-02-01 18:31:09,18.58,0.163,0,552194
6220,518,215,jewelry,2025-02-01 18:35:05,75.13,0.115,0,767676
6221,541,221,electronics,2025-02-01 18:35:23,68.88,0.208,0,106720
6222,1695,151,electronics,2025-02-01 18:40:51,8.81,0.388,0,438535
6223,1484,206,travel,2025-02-01 18:53:04,128.62,0.078,0,232945
6224,1350,221,electronics,2025-02-01 19:04:36,530.22,0.208,0,955091
6225,673,236,online_retail,2025-02-01 19:19:36,4.77,0.174,0,2120065
6226,923,125,utilities,2025-02-01 19:25:27,9.03,0.206,0,1990432
6227,292,249,electronics,2025-02-01 19:28:59,220.79,0.247,0,448160
6228,1181,3,online_retail,2025-02-01 19:30:49,143.97,0.091,0,2312582
6229,1524,258,online_retail,2025-02-01 19:49:18,29.95,0.117,0,79785
6230,1676,137,atm_withdrawal,2025-02-01 19:56:15,225.14,0.127,0,2388628
6231,523,173,dining,2025-02-01 20:00:57,19.45,0.153,0,55728
6232,481,67,online_retail,2025-02-01 20:26:15,21.23,0.184,0,313917
6233,864,68,jewelry,2025-02-01 20:29:23,34.0,0.129,0,2310880
6234,142,257,entertainment,2025-02-01 20:36:44,26.43,0.207,0,430306
6235,674,70,grocery,2025-02-01 20:57:50,82.39,0.295,0,654226
